City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,uliastay,47.7417,96.8444,20.0,34,7,3.89,MN,1690257858
363,kijang,35.2442,129.2139,27.85,72,55,5.56,KR,1690257859
364,acarau,-2.8856,-40.12,25.3,83,11,6.37,BR,1690257859
365,malkara,40.89,26.9011,21.2,60,0,0.89,TR,1690257859
366,antsiranana,-12.2787,49.2917,17.42,88,20,2.06,MG,1690257859
367,nalut,30.3333,10.85,29.59,19,0,4.93,LY,1690257859
368,angaur state,6.906,134.13,28.12,81,98,5.26,PW,1690257860
369,port macquarie,-31.4333,152.9167,18.83,56,7,4.57,AU,1690257696
370,assab,13.0092,42.7394,34.14,54,95,2.6,ER,1690257860
371,cadale,2.7603,46.3222,25.01,82,25,8.9,SO,1690257861
372,gaozhou,21.9392,110.8461,32.28,55,62,1.7,CN,1690257861
373,totness,5.8833,-56.3167,25.29,88,83,1.29,SR,1690257861
374,port blair,11.6667,92.75,30.02,74,40,4.12,IN,1690257862
375,labrador city,52.9463,-66.9114,16.95,67,40,1.54,CA,1690257862
376,bode saadu,8.9333,4.7833,22.33,97,77,2.11,NG,1690257862
377,nica,43.7031,7.2661,25.78,81,75,3.09,FR,1690257603
378,moyale,3.5167,39.0584,17.42,83,64,4.35,KE,1690257862
379,prado,-17.3411,-39.2208,19.51,95,36,2.34,BR,1690257863
380,grand-bassam,5.2118,-3.7388,24.98,92,100,2.8,CI,1690257863
381,arauca,7.0847,-70.7591,24.98,94,40,0.0,CO,1690257863
382,konarka,19.9,86.1167,28.22,73,21,8.92,IN,1690257864
383,kununurra,-15.7667,128.7333,21.99,23,9,6.17,AU,1690257864
384,peruibe,-24.32,-46.9983,18.4,71,24,2.24,BR,1690257864
385,cannonvale,-20.2833,148.7,19.66,76,17,6.56,AU,1690257865
386,san antonio de pale,-1.4014,5.6325,22.59,83,22,2.53,GQ,1690257695
387,buenaventura,3.8801,-77.0312,25.29,93,100,0.87,CO,1690257697
388,dali,25.7,100.1833,23.91,65,95,2.07,CN,1690257703
389,arno,60.1167,18.6333,16.38,87,81,5.0,SE,1690257866
390,teculutan,14.9833,-89.7167,23.45,98,73,1.76,GT,1690257866
391,porto novo,6.4965,2.6036,24.9,89,96,2.55,BJ,1690257866
392,puerto madero,14.7208,-92.4215,24.11,100,75,0.0,MX,1690257867
393,zemio,5.0314,25.1361,19.86,98,67,1.27,CF,1690257691
394,brisas de zicatela,15.8369,-97.0419,27.5,79,88,1.53,MX,1690257867
395,hamilton,39.1834,-84.5333,22.0,91,0,2.06,US,1690257868
396,tarko-sale,64.9225,77.785,26.06,40,99,4.15,RU,1690257868
397,korla,41.7597,86.1469,31.38,28,44,2.86,CN,1690257629
398,metlili chaamba,32.2667,3.6333,31.52,9,0,0.0,DZ,1690257870
399,kattivakkam,13.2167,80.3167,27.26,86,100,4.15,IN,1690257871
400,aykhal,66.0,111.5,17.43,67,90,3.27,RU,1690257872
401,hasaki,35.7333,140.8333,36.84,74,100,5.34,JP,1690257872
402,ramadi,33.4226,43.3058,33.63,20,0,3.55,IQ,1690257872
403,homer,59.6425,-151.5483,17.65,73,20,4.12,US,1690257873
404,amal,59.051,12.7049,14.58,94,100,6.88,SE,1690257873
405,uray,60.1247,64.7758,18.7,75,99,2.12,RU,1690257873
406,magadi,12.9667,77.2333,23.09,86,100,6.94,IN,1690257873
407,north branch,45.5113,-92.9802,23.08,93,2,2.13,US,1690257874
408,nizhniye sergi,56.6614,59.3033,16.17,88,61,3.3,RU,1690257874
409,pobugskoye,48.1658,30.5927,20.69,74,83,4.17,UA,1690257874
410,tchintabaraden,15.8969,5.7985,28.91,48,100,2.18,NE,1690257874
411,kansk,56.2017,95.7175,16.49,97,100,4.44,RU,1690257875
412,viana do castelo,41.6932,-8.8329,14.03,91,5,4.58,PT,1690257875
413,watsa,3.0372,29.5355,17.77,98,70,1.15,CD,1690257875
414,saurimo,-9.6608,20.3916,14.68,49,3,2.36,AO,1690257875
415,tafuna,-14.3358,-170.72,26.97,74,40,3.09,AS,1690257876
416,ghanzi,-21.5667,21.7833,14.38,33,23,2.09,BW,1690257876
417,ar raqqah,35.95,39.0167,28.65,35,0,5.85,SY,1690257876
418,durban,-29.8579,31.0292,12.51,69,10,2.07,ZA,1690257876
419,bodo,67.28,14.405,14.87,94,100,1.54,NO,1690257877
420,mahina,-17.5065,-149.489,27.64,83,75,4.63,PF,1690257877
421,ancud,-41.8697,-73.8203,10.01,80,41,13.4,CL,1690257650
422,poronaysk,49.2167,143.1167,20.71,82,17,3.72,RU,1690257877
423,robore,-18.3333,-59.75,21.47,41,0,1.51,BO,1690257878
424,machachi,-0.5,-78.5667,9.86,88,95,2.56,EC,1690257878
425,snihurivka,47.0758,32.8052,21.44,70,4,3.46,UA,1690257878
426,brooks,50.5834,-111.8851,28.99,35,99,3.09,CA,1690257619
427,mount isa,-20.7333,139.5,21.87,37,52,7.72,AU,1690257878
428,basco,20.4487,121.9702,28.26,87,100,18.12,PH,1690257879
429,mejit,10.2753,170.8646,28.42,78,100,8.34,MH,1690257879
430,ytrebygda,60.305,5.2824,14.06,96,75,1.54,NO,1690257879
431,sodra sandby,56.5667,16.6167,16.61,96,100,2.51,SE,1690257879
432,nikolayevsk-on-amure,53.1406,140.73,28.45,46,71,3.68,RU,1690257879
433,crockett,31.3182,-95.4566,29.23,65,0,0.0,US,1690257611
434,galliano,29.4422,-90.2992,26.11,88,0,0.0,US,1690257880
435,sidrolandia,-20.9319,-54.9614,19.5,43,5,1.71,BR,1690257880
436,neryungri,56.6709,124.6491,25.33,49,100,1.09,RU,1690257880
437,casper,42.8666,-106.3131,20.96,61,93,1.79,US,1690257709
438,pariaman,-0.619,100.12,31.03,65,52,1.62,ID,1690257881
439,kingston,17.997,-76.7936,28.53,76,20,1.03,JM,1690257623
440,vung tau,10.346,107.0843,28.89,77,64,4.9,VN,1690257620
441,matoury,4.8483,-52.3317,23.98,100,75,0.0,GF,1690257881
442,vanimo,-2.6741,141.3028,26.72,85,85,0.92,PG,1690257602
443,panjakent,39.4952,67.6093,31.72,21,0,1.26,TJ,1690257881
444,hobyo,5.3505,48.5268,25.37,77,41,11.1,SO,1690257882
445,motueka,-41.1333,173.0167,16.17,64,68,2.61,NZ,1690257882
446,dakhla,23.6848,-15.958,19.4,92,4,9.07,EH,1690257882
447,aswan,24.0934,32.907,29.61,23,0,0.0,EG,1690257680
448,yamada,39.4667,141.95,29.75,61,7,1.7,JP,1690257882
449,sainyabuli,19.25,101.75,30.79,58,60,1.45,LA,1690257883
450,smithers,54.7804,-127.1743,14.18,94,100,2.06,CA,1690257625
451,kapit,2.0167,112.9333,34.6,46,61,0.76,MY,1690257883
452,howrah,22.5892,88.3103,31.0,79,40,4.12,IN,1690257733
453,sitka,57.0531,-135.33,15.38,78,99,1.7,US,1690257760
454,al jawf,29.5,38.75,27.3,29,0,3.12,SA,1690257883
455,dahab,28.501,34.5134,32.0,39,0,0.98,EG,1690257884
456,magomeni,-6.8,39.25,21.21,100,40,2.57,TZ,1690257884
457,sao miguel do araguaia,-13.275,-50.1628,24.99,38,44,2.2,BR,1690257884
458,flying fish cove,-10.4217,105.6791,25.82,83,75,4.63,CX,1690257884
459,yantarnyy,54.8717,19.9381,16.92,93,68,5.83,RU,1690257885
460,laguna,38.421,-121.4238,29.19,44,0,2.57,US,1690257885
461,afaahiti,-17.75,-149.2833,26.7,82,5,7.77,PF,1690257885
462,guayos,22.0489,-79.4608,24.41,89,0,2.62,CU,1690257885
463,alto araguaia,-17.3147,-53.2153,17.64,46,21,1.45,BR,1690257885
464,vorkuta,67.5,64.0,19.77,66,84,3.05,RU,1690257886
465,keflavik,64.0049,-22.5624,10.95,93,100,2.57,IS,1690257886
466,new norfolk,-42.7826,147.0587,13.84,52,100,2.25,AU,1690257886
467,mariehamn,60.0973,19.9348,16.92,88,100,2.57,AX,1690257739
468,daru,-9.0763,143.2092,25.9,67,100,4.01,PG,1690257666
469,quellon,-43.1167,-73.6167,8.14,100,100,4.63,CL,1690257677
470,howard springs,-12.497,131.047,24.34,17,95,4.98,AU,1690257887
471,borogontsy,62.6683,131.1683,29.02,42,32,3.25,RU,1690257887
472,lhokseumawe,5.1801,97.1507,31.03,59,89,2.09,ID,1690257887
473,inarajan village,13.2736,144.7484,30.55,87,100,5.15,GU,1690257887
474,puerto vallarta,20.6204,-105.2307,25.62,96,100,0.97,MX,1690257726
475,waingapu,-9.6567,120.2641,27.11,60,39,7.14,ID,1690257888
476,kristiansund,63.1115,7.732,13.36,82,75,5.66,NO,1690257888
477,vitoria da conquista,-14.8661,-40.8394,12.96,94,1,1.78,BR,1690257888
478,selkirk,50.1436,-96.8845,23.04,85,89,3.4,CA,1690257618
479,mugia,43.1041,-9.2179,13.84,75,34,4.59,ES,1690257889
480,iquique,-20.2208,-70.1431,19.02,78,42,0.99,CL,1690257633
481,maputo,-25.9653,32.5892,15.82,82,75,4.63,MZ,1690257889
482,pucon,-39.2822,-71.9543,9.47,94,100,4.56,CL,1690257678
483,sigli,5.3848,95.9609,31.64,51,100,1.79,ID,1690257889
484,tshabong,-26.05,22.45,10.26,21,51,3.95,BW,1690257890
485,papao,-17.75,-149.55,28.7,86,5,9.3,PF,1690257664
486,puerto colombia,10.9878,-74.9547,28.05,82,57,12.13,CO,1690257890
487,bandar-e lengeh,26.5579,54.8807,33.06,79,100,5.14,IR,1690257890
488,robertsport,6.7533,-11.3686,25.21,86,100,3.68,LR,1690257890
489,huarmey,-10.0681,-78.1522,20.52,83,30,3.83,PE,1690257891
490,calama,-22.4667,-68.9333,12.18,18,32,2.53,CL,1690257634
491,beli,7.8587,10.9719,21.88,97,83,0.13,NG,1690257891
492,severoural'sk,60.1533,59.952,20.08,56,12,0.87,RU,1690257891
493,ust'-charyshskaya pristan',52.3934,83.6635,26.44,41,6,6.31,RU,1690257891
494,upata,8.0086,-62.3989,24.55,96,65,1.27,VE,1690257892
495,ghadamis,30.1337,9.5007,31.14,16,0,4.74,LY,1690257739
496,gao,16.6362,1.637,28.48,60,91,4.63,ML,1690257893
497,selfoss,63.9331,-20.9971,10.58,91,100,0.65,IS,1690257894
498,chegdomyn,51.1167,133.0167,20.45,94,100,0.26,RU,1690257894
499,pedernales,18.0384,-71.744,27.9,69,97,2.11,DO,1690257894
500,ndelele,4.0333,14.9333,20.11,98,81,0.98,CM,1690257894
501,tara,56.8944,74.371,18.26,82,90,3.92,RU,1690257895
502,dzhetygara,52.1908,61.2006,22.86,45,58,2.12,KZ,1690257895
503,forshaga,59.5254,13.4813,15.29,94,100,2.57,SE,1690257896
504,wellawaya,6.7318,81.1018,31.76,47,97,4.4,LK,1690257896
505,tapilon,11.2774,124.0306,28.85,76,100,10.95,PH,1690257896
506,baker city,44.7749,-117.8344,20.89,43,0,6.69,US,1690257896
507,nizao,18.25,-70.2,27.48,80,45,6.45,DO,1690257897
508,scottsbluff,41.8666,-103.6672,27.76,57,0,4.63,US,1690257897
509,lautoka,-17.6167,177.4667,26.92,74,75,4.12,FJ,1690257897
510,walvis bay,-22.9575,14.5053,11.72,93,100,1.54,NA,1690257897
511,hassi messaoud,31.6804,6.0729,29.92,14,0,1.03,DZ,1690257897
512,dingwall,57.5953,-4.4272,12.17,88,100,2.27,GB,1690257898
513,guerrero negro,27.9769,-114.0611,20.95,76,77,6.23,MX,1690257898
514,mukalla,14.5425,49.1242,31.54,63,100,0.99,YE,1690257898
515,lagunillas,10.1301,-71.2595,27.19,75,95,1.27,VE,1690257898
516,zeya,53.75,127.2667,25.25,52,100,1.93,RU,1690257705
517,ineu,46.4333,21.85,19.9,75,56,2.95,RO,1690257899
518,vernon,50.2581,-119.2691,25.2,46,83,0.0,CA,1690257614
519,hotan,37.0997,79.9269,31.67,23,94,6.06,CN,1690257899
520,jiayuguan,39.8167,98.3,29.95,13,9,4.04,CN,1690257863
521,tosontsengel,48.7567,98.2839,17.75,48,47,5.33,MN,1690257899
522,pudozh,61.8099,36.5345,12.56,98,100,3.39,RU,1690257900
523,greymouth,-42.4667,171.2,10.64,86,75,5.48,NZ,1690257900
524,qamdo,31.1667,97.2333,5.96,87,100,2.38,CN,1690257900
525,serenje,-13.2325,30.2352,11.51,75,0,2.3,ZM,1690257900
526,hilo,19.7297,-155.09,31.82,82,20,2.75,US,1690257605
527,pangoa,-12.1167,-73.0,19.95,79,0,1.51,PE,1690257901
528,salmas,38.1973,44.7653,21.34,59,18,2.53,IR,1690257901
529,semey,50.4111,80.2275,28.12,32,0,2.0,KZ,1690257901
530,illizi,26.4833,8.4667,29.89,13,0,3.61,DZ,1690257901
531,lakheri,25.6667,76.1667,32.35,60,51,3.21,IN,1690257634
532,side,36.7667,31.3885,27.57,52,0,5.84,TR,1690257902
533,orda,57.1951,56.9091,16.52,82,76,3.31,RU,1690257902
534,priozersk,61.0393,30.1291,15.05,100,100,1.85,RU,1690257902
535,gaalkacyo,6.7697,47.4308,24.19,69,94,10.56,SO,1690257903
